Examiner_ID	Pair_ID	Mating	Latent_Value	Compare_Value	Inconclusive_Reason	Exclusion_Reason	Difficulty
A6006	N040384	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A2020	N040384	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1035	N040384	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A0059	N040384	Non-mates	VEO	Exclusion	NA	Pattern	C_Medium
A0115	N040384	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A0124	N040384	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A1161	N040384	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A3208	N040384	Non-mates	VEO	Exclusion	NA	Pattern	C_Medium
A5212	N040384	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A1233	N040384	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A4263	N040384	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A6303	N040384	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A2351	N040384	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A6364	N040384	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A1440	N040384	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A5453	N040384	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A6463	N040384	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A2466	N040384	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A2135	M192175	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A0151	M192175	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A0176	M192175	Mates	NV	NA	NA	NA	NA
A1314	M192175	Mates	VEO	Exclusion	NA	Minutiae	D_Difficult
A1323	M192175	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A0437	M192175	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A4443	M192175	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5480	M192175	Mates	NV	NA	NA	NA	NA
A6490	M192175	Mates	NV	NA	NA	NA	NA
A4099	M192175	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6141	M192175	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A3208	M192175	Mates	NV	NA	NA	NA	NA
A4227	M192175	Mates	NV	NA	NA	NA	NA
A6355	M192175	Mates	VID	Individualization	NA	NA	D_Difficult
A0356	M192175	Mates	VID	Individualization	NA	NA	D_Difficult
A5363	M192175	Mates	VEO	Inconclusive	Close	NA	B_Easy
A5453	M192175	Mates	VEO	Exclusion	NA	Minutiae	C_Medium
A3055	M138131	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A0061	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A5104	M138131	Mates	VID	Inconclusive	Close	NA	C_Medium
A0151	M138131	Mates	VID	Inconclusive	Close	NA	C_Medium
A3172	M138131	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A2342	M138131	Mates	VID	Inconclusive	Overlap	NA	B_Easy
A6490	M138131	Mates	VID	Inconclusive	Close	NA	C_Medium
A6006	M138131	Mates	VID	Inconclusive	Close	NA	C_Medium
A2020	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A4029	M138131	Mates	VID	Inconclusive	Overlap	NA	B_Easy
A0059	M138131	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A3073	M138131	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A1107	M138131	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A0115	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A3208	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A5212	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A4227	M138131	Mates	VID	Inconclusive	Close	NA	A_Obvious
A0232	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A4308	M138131	Mates	VID	Inconclusive	Close	NA	A_Obvious
A6355	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A0356	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A1393	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A1422	M138131	Mates	VID	Inconclusive	Close	NA	C_Medium
A1440	M138131	Mates	VID	Inconclusive	Close	NA	B_Easy
A2466	M138131	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A0473	M138131	Mates	VID	Inconclusive	Close	NA	A_Obvious
A5478	M138131	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3494	M138131	Mates	VID	Inconclusive	Overlap	NA	A_Obvious
A3055	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5104	N125393	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3127	N125393	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A4128	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3172	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1314	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5417	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3458	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3019	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0043	N125393	Non-mates	VID	Exclusion	NA	Minutiae	A_Obvious
A3046	N125393	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1143	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4164	N125393	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A4182	N125393	Non-mates	VID	Inconclusive	Insufficient	NA	C_Medium
A0205	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0241	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6247	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0293	N125393	Non-mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A6312	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2358	N125393	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A3406	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0419	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3460	N125393	Non-mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A4461	N125393	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1125	N326320	Non-mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A2135	N326320	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3172	N326320	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A0194	N326320	Non-mates	VEO	Exclusion	NA	Minutiae	C_Medium
A0437	N326320	Non-mates	VEO	Inconclusive	Overlap	NA	B_Easy
A4459	N326320	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A6490	N326320	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2009	N326320	Non-mates	VEO	Inconclusive	Close	NA	C_Medium
A3021	N326320	Non-mates	VID	Inconclusive	Overlap	NA	B_Easy
A4029	N326320	Non-mates	VEO	Inconclusive	Overlap	NA	B_Easy
A2036	N326320	Non-mates	VEO	Exclusion	NA	Minutiae	C_Medium
A5041	N326320	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A2063	N326320	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A3073	N326320	Non-mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A2090	N326320	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1107	N326320	Non-mates	VID	Exclusion	NA	Pattern	C_Medium
A2178	N326320	Non-mates	VEO	Inconclusive	Close	NA	B_Easy
A5221	N326320	Non-mates	VEO	Inconclusive	Overlap	NA	B_Easy
A2243	N326320	Non-mates	VEO	Exclusion	NA	Minutiae	C_Medium
A2268	N326320	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A6328	N326320	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A1339	N326320	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A0356	N326320	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0473	N326320	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A5478	N326320	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A0061	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A5318	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A0383	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A1438	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A4443	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A2450	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A6490	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A5014	M316303	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A1044	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A3073	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A0115	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A1143	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A6166	M316303	Mates	VID	Individualization	NA	NA	A_Obvious
A4182	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A2216	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A0232	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A6355	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A4396	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A1404	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A6463	M316303	Mates	VID	Individualization	NA	NA	A_Obvious
A5469	M316303	Mates	VID	Individualization	NA	NA	B_Easy
A0491	M316303	Mates	VID	Individualization	NA	NA	C_Medium
A3055	M247271	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A1125	M247271	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A3172	M247271	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A2295	M247271	Mates	VID	Inconclusive	Close	NA	C_Medium
A1323	M247271	Mates	VID	Inconclusive	Close	NA	B_Easy
A3415	M247271	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A2009	M247271	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A2036	M247271	Mates	VID	Inconclusive	Close	NA	C_Medium
A5057	M247271	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A2063	M247271	Mates	VID	Inconclusive	Close	NA	C_Medium
A2090	M247271	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A3118	M247271	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A5122	M247271	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A0124	M247271	Mates	VID	Inconclusive	Close	NA	B_Easy
A4137	M247271	Mates	VID	Inconclusive	Close	NA	D_Difficult
A1161	M247271	Mates	VID	Inconclusive	Close	NA	C_Medium
A1177	M247271	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3208	M247271	Mates	VID	Inconclusive	Close	NA	B_Easy
A2243	M247271	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A5453	M247271	Mates	VID	Exclusion	NA	Pattern	B_Easy
A2135	N337340	Non-mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A0176	N337340	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5318	N337340	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2342	N337340	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1350	N337340	Non-mates	VEO	Exclusion	NA	Minutiae	C_Medium
A2450	N337340	Non-mates	VEO	Exclusion	NA	Minutiae	C_Medium
A4459	N337340	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A1053	N337340	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4065	N337340	Non-mates	VID	Inconclusive	Insufficient	NA	C_Medium
A1078	N337340	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A6157	N337340	Non-mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A4218	N337340	Non-mates	VEO	Exclusion	NA	Minutiae	B_Easy
A5219	N337340	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A4281	N337340	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5311	N337340	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2367	N337340	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A3370	N337340	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1375	N337340	Non-mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A0403	N337340	Non-mates	VEO	Exclusion	NA	Minutiae	C_Medium
A1404	N337340	Non-mates	NV	NA	NA	NA	NA
A3476	N337340	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3172	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A0194	M104095	Mates	VID	Exclusion	NA	Minutiae	B_Easy
A1314	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A4317	M104095	Mates	VID	Individualization	NA	NA	B_Easy
A1323	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A5410	M104095	Mates	VID	Individualization	NA	NA	D_Difficult
A3415	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A2450	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A3458	M104095	Mates	VID	Exclusion	NA	Minutiae	B_Easy
A4459	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A2036	M104095	Mates	VID	Individualization	NA	NA	B_Easy
A6051	M104095	Mates	VID	Individualization	NA	NA	B_Easy
A5057	M104095	Mates	VID	Individualization	NA	NA	A_Obvious
A0059	M104095	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A3073	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A2090	M104095	Mates	VID	Individualization	NA	NA	B_Easy
A4099	M104095	Mates	VID	Individualization	NA	NA	B_Easy
A3118	M104095	Mates	VID	Individualization	NA	NA	A_Obvious
A1161	M104095	Mates	VID	Individualization	NA	NA	B_Easy
A6166	M104095	Mates	VID	Individualization	NA	NA	A_Obvious
A1177	M104095	Mates	VID	Individualization	NA	NA	D_Difficult
A6229	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A2268	M104095	Mates	VID	Individualization	NA	NA	C_Medium
A6463	M104095	Mates	VID	Individualization	NA	NA	B_Easy
A5104	M256255	Mates	VEO	Exclusion	NA	Pattern	C_Medium
A3127	M256255	Mates	NV	NA	NA	NA	NA
A4128	M256255	Mates	NV	NA	NA	NA	NA
A2135	M256255	Mates	VEO	Exclusion	NA	Pattern	B_Easy
A1323	M256255	Mates	VEO	Exclusion	NA	Pattern	C_Medium
A1438	M256255	Mates	VEO	Exclusion	NA	Pattern	A_Obvious
A4443	M256255	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4459	M256255	Mates	NV	NA	NA	NA	NA
A2009	M256255	Mates	NV	NA	NA	NA	NA
A6051	M256255	Mates	NV	NA	NA	NA	NA
A5057	M256255	Mates	VEO	Exclusion	NA	Pattern	B_Easy
A0059	M256255	Mates	NV	NA	NA	NA	NA
A2063	M256255	Mates	NV	NA	NA	NA	NA
A1071	M256255	Mates	NV	NA	NA	NA	NA
A3073	M256255	Mates	NV	NA	NA	NA	NA
A4099	M256255	Mates	VEO	Exclusion	NA	Pattern	A_Obvious
A3118	M256255	Mates	VEO	Exclusion	NA	Pattern	B_Easy
A0124	M256255	Mates	VEO	Inconclusive	Insufficient	NA	E_VeryDifficult
A4137	M256255	Mates	NV	NA	NA	NA	NA
A1161	M256255	Mates	VEO	Exclusion	NA	Pattern	A_Obvious
A1177	M256255	Mates	NV	NA	NA	NA	NA
A3208	M256255	Mates	VEO	Exclusion	NA	Pattern	B_Easy
A6229	M256255	Mates	VEO	Exclusion	NA	Pattern	A_Obvious
A2243	M256255	Mates	VEO	Exclusion	NA	Pattern	A_Obvious
A2259	M256255	Mates	NV	NA	NA	NA	NA
A2268	M256255	Mates	VEO	Exclusion	NA	Pattern	B_Easy
A4308	M256255	Mates	VEO	Exclusion	NA	Pattern	B_Easy
A6364	M256255	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A6463	M256255	Mates	NV	NA	NA	NA	NA
A3055	M085068	Mates	NV	NA	NA	NA	NA
A5104	M085068	Mates	NV	NA	NA	NA	NA
A1125	M085068	Mates	NV	NA	NA	NA	NA
A0194	M085068	Mates	NV	NA	NA	NA	NA
A5417	M085068	Mates	NV	NA	NA	NA	NA
A0437	M085068	Mates	NV	NA	NA	NA	NA
A2002	M085068	Mates	NV	NA	NA	NA	NA
A2009	M085068	Mates	NV	NA	NA	NA	NA
A3021	M085068	Mates	NV	NA	NA	NA	NA
A1035	M085068	Mates	NV	NA	NA	NA	NA
A5041	M085068	Mates	NV	NA	NA	NA	NA
A2090	M085068	Mates	NV	NA	NA	NA	NA
A5131	M085068	Mates	NV	NA	NA	NA	NA
A3145	M085068	Mates	NV	NA	NA	NA	NA
A6166	M085068	Mates	NV	NA	NA	NA	NA
A2178	M085068	Mates	NV	NA	NA	NA	NA
A5221	M085068	Mates	NV	NA	NA	NA	NA
A1233	M085068	Mates	NV	NA	NA	NA	NA
A4263	M085068	Mates	NV	NA	NA	NA	NA
A2268	M085068	Mates	NV	NA	NA	NA	NA
A6303	M085068	Mates	NV	NA	NA	NA	NA
A6328	M085068	Mates	NV	NA	NA	NA	NA
A1339	M085068	Mates	NV	NA	NA	NA	NA
A2351	M085068	Mates	NV	NA	NA	NA	NA
A4387	M085068	Mates	NV	NA	NA	NA	NA
A4396	M085068	Mates	NV	NA	NA	NA	NA
A3485	M085068	Mates	NV	NA	NA	NA	NA
A3055	M244266	Mates	VEO	Inconclusive	Overlap	NA	E_VeryDifficult
A5104	M244266	Mates	VEO	Individualization	NA	NA	D_Difficult
A0151	M244266	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A0284	M244266	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2342	M244266	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1350	M244266	Mates	NV	NA	NA	NA	NA
A2450	M244266	Mates	NV	NA	NA	NA	NA
A3458	M244266	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6006	M244266	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3021	M244266	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A0115	M244266	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A5131	M244266	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A6141	M244266	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A5147	M244266	Mates	VEO	Inconclusive	Close	NA	B_Easy
A2178	M244266	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A5212	M244266	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A0232	M244266	Mates	VID	Inconclusive	Close	NA	D_Difficult
A4263	M244266	Mates	VEO	Inconclusive	Close	NA	C_Medium
A6328	M244266	Mates	VID	Inconclusive	Close	NA	C_Medium
A2351	M244266	Mates	VEO	Inconclusive	Overlap	NA	E_VeryDifficult
A6355	M244266	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A5363	M244266	Mates	VEO	Inconclusive	Close	NA	B_Easy
A4378	M244266	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A4387	M244266	Mates	VID	Exclusion	NA	Pattern	C_Medium
A1440	M244266	Mates	VID	Exclusion	NA	Minutiae	B_Easy
A2466	M244266	Mates	VEO	Inconclusive	Close	NA	C_Medium
A0473	M244266	Mates	NV	NA	NA	NA	NA
A5478	M244266	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A3485	M244266	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A3494	M244266	Mates	VID	Inconclusive	Overlap	NA	E_VeryDifficult
A2079	M349360	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A3102	M349360	Mates	VEO	Exclusion	NA	Minutiae	B_Easy
A3127	M349360	Mates	VEO	Inconclusive	Insufficient	NA	B_Easy
A0151	M349360	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A1260	M349360	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A4317	M349360	Mates	VEO	Inconclusive	Insufficient	NA	B_Easy
A5014	M349360	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A4029	M349360	Mates	VID	Inconclusive	Insufficient	NA	B_Easy
A1035	M349360	Mates	VEO	Inconclusive	Close	NA	C_Medium
A4099	M349360	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6114	M349360	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A5147	M349360	Mates	VEO	Inconclusive	Insufficient	NA	B_Easy
A0185	M349360	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A4218	M349360	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A0232	M349360	Mates	VID	Inconclusive	Close	NA	C_Medium
A2268	M349360	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A6355	M349360	Mates	VID	Individualization	NA	NA	B_Easy
A1404	M349360	Mates	NV	NA	NA	NA	NA
A0473	M349360	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A3485	M349360	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A0491	M349360	Mates	VID	Inconclusive	Overlap	NA	B_Easy
A3055	M353368	Mates	VID	Inconclusive	Close	NA	D_Difficult
A4056	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A3091	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A5104	M353368	Mates	VID	Inconclusive	Close	NA	C_Medium
A0284	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A0383	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A3415	M353368	Mates	VEO	Inconclusive	Close	NA	C_Medium
A5417	M353368	Mates	NV	NA	NA	NA	NA
A1438	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A4443	M353368	Mates	VID	Inconclusive	Close	NA	A_Obvious
A0007	M353368	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A2063	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A4099	M353368	Mates	VID	Inconclusive	Overlap	NA	B_Easy
A2101	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A6114	M353368	Mates	VEO	Inconclusive	Close	NA	A_Obvious
A3118	M353368	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A3145	M353368	Mates	VID	Inconclusive	Overlap	NA	A_Obvious
A4164	M353368	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A0205	M353368	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A5212	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A6411	M353368	Mates	VID	Inconclusive	Close	NA	B_Easy
A0419	M353368	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A1447	M353368	Mates	VID	Inconclusive	Close	NA	C_Medium
A3055	M013022	Mates	VID	Inconclusive	Overlap	NA	E_VeryDifficult
A2295	M013022	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4317	M013022	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A5318	M013022	Mates	NV	NA	NA	NA	NA
A1350	M013022	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A5410	M013022	Mates	VID	Inconclusive	Overlap	NA	E_VeryDifficult
A2002	M013022	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A2009	M013022	Mates	VEO	Inconclusive	Close	NA	B_Easy
A3021	M013022	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A1035	M013022	Mates	VEO	Inconclusive	Close	NA	C_Medium
A5041	M013022	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2090	M013022	Mates	VID	Exclusion	NA	Minutiae	B_Easy
A3118	M013022	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A3145	M013022	Mates	VID	Inconclusive	Overlap	NA	E_VeryDifficult
A1161	M013022	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A6166	M013022	Mates	VEO	Inconclusive	Insufficient	NA	B_Easy
A2178	M013022	Mates	VEO	Exclusion	NA	Pattern	C_Medium
A5221	M013022	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1233	M013022	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A4263	M013022	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A2268	M013022	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A6303	M013022	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A1339	M013022	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A2351	M013022	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A4396	M013022	Mates	VEO	Inconclusive	Close	NA	C_Medium
A3485	M013022	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A5104	M259277	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A4128	M259277	Mates	VID	Individualization	NA	NA	D_Difficult
A0151	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A1260	M259277	Mates	VID	Individualization	NA	NA	D_Difficult
A4317	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A1323	M259277	Mates	VID	Individualization	NA	NA	D_Difficult
A1350	M259277	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A0383	M259277	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2002	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A2009	M259277	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A3021	M259277	Mates	VID	Individualization	NA	NA	D_Difficult
A1035	M259277	Mates	NV	NA	NA	NA	NA
A5041	M259277	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2090	M259277	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A5131	M259277	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A3145	M259277	Mates	VID	Inconclusive	Insufficient	NA	E_VeryDifficult
A5147	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A6166	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A2178	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A5221	M259277	Mates	NV	NA	NA	NA	NA
A1233	M259277	Mates	VID	Individualization	NA	NA	D_Difficult
A4263	M259277	Mates	VID	Individualization	NA	NA	D_Difficult
A2268	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A6303	M259277	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A6328	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A1339	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A2351	M259277	Mates	VID	Individualization	NA	NA	D_Difficult
A4396	M259277	Mates	VEO	Inconclusive	Insufficient	NA	E_VeryDifficult
A3485	M259277	Mates	VID	Individualization	NA	NA	C_Medium
A4128	N322315	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A0151	N322315	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0176	N322315	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A1350	N322315	Non-mates	NV	NA	NA	NA	NA
A2002	N322315	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A6051	N322315	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A1071	N322315	Non-mates	VID	Exclusion	NA	Minutiae	A_Obvious
A4099	N322315	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5131	N322315	Non-mates	NV	NA	NA	NA	NA
A4137	N322315	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A6141	N322315	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3145	N322315	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5147	N322315	Non-mates	VEO	Inconclusive	Close	NA	C_Medium
A6166	N322315	Non-mates	NV	NA	NA	NA	NA
A1177	N322315	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
